smiles,value,cano_smiles
CC1=CC=CC=C1CNC2=NC(=NC3=C2N=CN3C4C(C(C(S4)C(=O)NC5CC5)O)O)Cl,-1.4440447959180762,Cc1ccccc1CNc1nc(Cl)nc2c1ncn2C1SC(C(=O)NC2CC2)C(O)C1O
CN1C2=CC=CC=C2C3=CN(N=C3C1=O)C4=CC=CC=C4,-2.071882007306125,Cn1c(=O)c2nn(-c3ccccc3)cc2c2ccccc21
C1=CC=C(C=C1)N2C(=O)N3C4=CC=CC=C4N=C(C3=N2)NC(=O)C5=CC=NC=C5,-0.7853298350107671,O=C(Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12)c1ccncc1
CNC(=O)C12CC1C(C(C2O)O)N3C=NC4=C3N=C(N=C4NCC5=CC(=CC=C5)Cl)Cl,0.5376020021010439,CNC(=O)C12CC1C(n1cnc3c(NCc4cccc(Cl)c4)nc(Cl)nc31)C(O)C2O
CN1C2=C(C(=O)N(C1=O)C)NC(=C2)C3=CC=C(C=C3)COC(=O)NC4=CC=CC=C4,-2.4393326938302633,Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccccc4)cc3)cc2n(C)c1=O
CCC1=C(C(=[N+](C(=C1C(=O)SCC)C)C)C2=CC=CC=C2)C(=O)OCC,-2.578639209968072,CCOC(=O)c1c(CC)c(C(=O)SCC)c(C)[n+](C)c1-c1ccccc1
CC1(C(C(OC1N2C=NC3=C2N=CN=C3NC4CCCCC4)CO)O)O,-3.4082399653118496,CC1(O)C(O)C(CO)OC1n1cnc2c(NC3CCCCC3)ncnc21
CCOC(=O)C1C(C(=C(N=C1C)C2=CC=CC=C2)C(=O)OCC)C=CC3=CC=CC=C3OC,-2.523746466811565,CCOC(=O)C1=C(c2ccccc2)N=C(C)C(C(=O)OCC)C1C=Cc1ccccc1OC
CCN1C2=C(C(=O)N(C1=O)CC3CC3)NC(=N2)C4=CN(N=C4)CC5=CC(=CC=C5)C(F)(F)F,-2.513217600067939,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21
C1CN2C(=O)C3=NNN=C3N=C2SC1,-2.640481436970422,O=c1c2n[nH]nc2nc2n1CCCS2
CCCCC#CC1=NC2=C(C(=N1)NC)N=CN2C3C(C(C(O3)CO)O)O,-0.04139268515822507,CCCCC#Cc1nc(NC)c2ncn(C3OC(CO)C(O)C3O)c2n1
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,-3.9964241039550914,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)NC5=C[N+](=CC=C5)[O-],-1.0,Cn1cc2c(nc(NC(=O)Nc3ccc[n+]([O-])c3)n3nc(-c4ccco4)nc23)n1
CC1=CC=C(C=C1)N2C(=O)N3C4=CC=CC=C4NC(=O)C3=N2,-1.3979400086720375,Cc1ccc(-n2nc3c(=O)[nH]c4ccccc4n3c2=O)cc1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)CCCC5=CN(N=N5)CCCCCCNC(=O)C6=CC(=C(C=C6)C7=C8C=CC(=N)C(=C8OC9=C7C=CC(=C9S(=O)(=O)O)N)S(=O)(=O)O)C(=O)O,-1.5024271199844328,Cn1cc2c(nc(NC(=O)CCCc3cn(CCCCCCNC(=O)c4ccc(-c5c6ccc(=N)c(S(=O)(=O)O)c-6oc6c(S(=O)(=O)O)c(N)ccc56)c(C(=O)O)c4)nn3)n3nc(-c4ccco4)nc23)n1
C1CCC(C1)C(=O)NC2=NC(=CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4,-2.230448921378274,O=C(Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1)C1CCCC1
C1=CC=C(C=C1)CCN2C(=O)C3=C(NC2=O)N=CN3,-3.875639937004169,O=c1[nH]c2nc[nH]c2c(=O)n1CCc1ccccc1
CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3N)NC(=O)CCC4CCCC4)O)O,-3.004321373782642,CCNC(=O)C1OC(n2cnc3c(N)nc(NC(=O)CCC4CCCC4)nc32)C(O)C1O
CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4=NOC(=N4)C5=CC(=CC=C5)C(F)(F)F,-3.255272505103306,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4noc(-c5cccc(C(F)(F)F)c5)n4)c3)nc2n(CCC)c1=O
C1=CC=C(C=C1)C(=O)N(C2=NC3=C(C=CC=C3N)N4C2=NN(C4=O)C5=CC=CC=C5)C(=O)C6=CC=CC=C6,-3.0944711286416453,Nc1cccc2c1nc(N(C(=O)c1ccccc1)C(=O)c1ccccc1)c1nn(-c3ccccc3)c(=O)n12
CCOC1=CC(=C2C(=C1)OC(=C(C2=O)OCC)C3=CC=CC=C3)OCC,-2.5611013836490564,CCOc1cc(OCC)c2c(=O)c(OCC)c(-c3ccccc3)oc2c1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)N=C(NC5=CC=CC(=C5)C(F)(F)F)NC6=CC=CC(=C6)C(F)(F)F,-2.716003343634799,Cn1cc2c(nc(N=C(Nc3cccc(C(F)(F)F)c3)Nc3cccc(C(F)(F)F)c3)n3nc(-c4ccco4)nc23)n1
C1=CC=C2C(=C1)N=NN2CCOC3=NC4=C(C(=N3)N)N=CN4C5C(C(C(O5)CO)O)O,-3.2833012287035497,Nc1nc(OCCn2nnc3ccccc32)nc2c1ncn2C1OC(CO)C(O)C1O
CNC(=O)C12CC1C(C(C2O)O)N3C=NC4=C3N=C(N=C4NCC5=CC(=CC=C5)Cl)C#CCCCCC6=CN(N=N6)C7=CC=C(C=C7)N,-1.9400181550076632,CNC(=O)C12CC1C(n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCc4cn(-c5ccc(N)cc5)nn4)nc31)C(O)C2O
C1C(C1NC2=NC(=NC3=C2N=CN3C4C(C(C(O4)CO)O)O)C#CC5=CC=CC=C5)C6=CC(=CC=C6)[N+](=O)[O-],-1.0453229787866574,O=[N+]([O-])c1cccc(C2CC2Nc2nc(C#Cc3ccccc3)nc3c2ncn3C2OC(CO)C(O)C2O)c1
C1=CC2=C(C=C1Cl)N3C(=NC(=N3)C4=COC=C4)C(=O)N2,-1.8920946026904804,O=c1[nH]c2ccc(Cl)cc2n2nc(-c3ccoc3)nc12
CC(C)(C)OC(=O)NCCCCCCC(=O)NC1=NC2=C(C=C(C=C2)Cl)C3=NC(=NN31)C4=CC=CO4,-1.7299742856995557,CC(C)(C)OC(=O)NCCCCCCC(=O)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC5CCCC5,-0.8853612200315121,Cn1cc2c(nc(NC3CCCC3)n3nc(-c4ccco4)nc23)n1
CCCN1C(=O)C2=C(NC1=O)N=C(N2)C3=CN(N=C3)CC4=CC(=CC=C4)C(F)(F)F,-2.845098040014257,CCCn1c(=O)[nH]c2nc(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)[nH]c2c1=O
CNC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)C(=N)N,-3.4361626470407565,CNc1nc(C(=N)N)nc2c1ncn2C1OC(CO)C(O)C1O
CC(=O)NCCNC1=NC(=NC2=C1C=C(N2)C(=O)N3CCN(CC3)CCCC4=CC=CC=C4)C5=CC=CC=C5,-2.6532125137753435,CC(=O)NCCNc1nc(-c2ccccc2)nc2[nH]c(C(=O)N3CCN(CCCc4ccccc4)CC3)cc12
C1C2C1(C3C(C2N4C=NC5=C4N=C(N=C5NCC6=CC(=CC=C6)I)Cl)O3)CO,-2.7573960287930244,OCC12CC1C(n1cnc3c(NCc4cccc(I)c4)nc(Cl)nc31)C1OC12
CNC1=NC(=NC2=C1N=CN2C3C4CC4(C(C3O)O)C(=O)NC)C#CC5=CC6=CC=CC=C6C7=CC=CC=C75,-0.5428254269591799,CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4cc5ccccc5c5ccccc45)nc31)C(O)C2O
CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC(=O)NN4C(=O)C(=C(C4=O)C)C,-2.8260748027008264,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NN4C(=O)C(C)=C(C)C4=O)cc3)nc2n(CCC)c1=O
CCCC1C(C(=NC(=C1C(=O)OCC)C)C)C(=O)OC,-3.813580988568192,CCCC1C(C(=O)OCC)=C(C)N=C(C)C1C(=O)OC
C1C(C(C(O1)N2C=NC3=C2N=C(N=C3NCC4=CC(=CC=C4)Cl)Cl)O)O,-1.8750612633917,OC1COC(n2cnc3c(NCc4cccc(Cl)c4)nc(Cl)nc32)C1O
C1=CC=C(C=C1)N2C=C3C(=N2)C(=NC(=N3)C4=CC=C(C=C4)O)N,-2.635483746814912,Nc1nc(-c2ccc(O)cc2)nc2cn(-c3ccccc3)nc12
CNC(=O)C1=CN=C(N2C1=NC(=N2)C3=CC=CO3)NC(=O)CC4=CC=CC=C4,-3.0755469613925306,CNC(=O)c1cnc(NC(=O)Cc2ccccc2)n2nc(-c3ccco3)nc12
CNC(=O)C12CC1C(C(C2O)O)N3C=NC4=C3N=C(N=C4NCCC5=CC=C(C=C5)S(=O)(=O)O)C#CC6=CC=CC=C6,-1.08278537031645,CNC(=O)C12CC1C(n1cnc3c(NCCc4ccc(S(=O)(=O)O)cc4)nc(C#Cc4ccccc4)nc31)C(O)C2O
C1=CC=C(C=C1)CCCC(=O)NC2=NC3=C(C=CC(=C3)Cl)C(=O)S2,-1.9618954736678504,O=C(CCCc1ccccc1)Nc1nc2cc(Cl)ccc2c(=O)s1
CC1=NC2=NN(N=C2C(=O)N1)C3=CC=CC=C3,-2.5065050324048723,Cc1nc2nn(-c3ccccc3)nc2c(=O)[nH]1
C1=CC=C(C=C1)CC(=O)NC2=NC3=C(C=CC=N3)N4C2=NN(C4=O)C5=CC=CC=C5,-1.0681858617461617,O=C(Cc1ccccc1)Nc1nc2ncccc2n2c(=O)n(-c3ccccc3)nc12
CC(=O)NC1=NC2=C(C=CC=C2N)N3C1=NN(C3=O)C4=CC=CC=C4,-1.6812412373755872,CC(=O)Nc1nc2c(N)cccc2n2c(=O)n(-c3ccccc3)nc12
CC(CC1=CC=CC=C1)NC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O,-1.8325089127062364,CC(Cc1ccccc1)Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
COC1=CC(=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)OC)OC)OC,-3.423245873936808,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)c(OC)c1
CNC(=O)OCC1C(C(C(O1)N2C=NC3=C2N=C(N=C3NCC4=CC(=CC=C4)I)Cl)O)O,-0.7781512503836436,CNC(=O)OCC1OC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)C(O)C1O
CCN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)NC5=CC=CC=C5Cl,0.5228787452803376,CCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1
CNC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)C4=CN(N=N4)CC5=CC(=CC=C5)OC,-1.9350031514536548,CNc1nc(-c2cn(Cc3cccc(OC)c3)nn2)nc2c1ncn2C1OC(CO)C(O)C1O
CCOC(=O)C1=NC(=NC2=NN(C=C12)C)N,-2.9542425094393248,CCOC(=O)c1nc(N)nc2nn(C)cc12
CC(C)NC1=NC2=NC(=NN2C(=N1)NCC3=CC=CC=C3)C4=CC=CO4,-2.0569048513364727,CC(C)Nc1nc(NCc2ccccc2)n2nc(-c3ccco3)nc2n1
CC(C)CCN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)CC5=CC=C(C=C5)OC,-2.55509444857832,COc1ccc(CC(=O)Nc2nc3nn(CCC(C)C)cc3c3nc(-c4ccco4)nn23)cc1
C1COCCN1C(=O)C2C(C(C(S2)N3C=NC4=C3N=C(N=C4NCC5=CC(=CC=C5)I)Cl)O)O,-2.7075701760979363,O=C(C1SC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)C(O)C1O)N1CCOCC1
C1C2C1(C(C(C2N3C=NC4=C3N=CN=C4NCC5=CC(=CC=C5)I)O)O)CO,-0.8162412999917831,OCC12CC1C(n1cnc3c(NCc4cccc(I)c4)ncnc31)C(O)C2O
CCCN1C(=O)C2=C(NC1=O)N=C(N2)C3=CC=C(C=C3)S(=O)(=O)NCCC4=CC=CC=C4,-4.0,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)[nH]c2c1=O
C1=CC=C(C=C1)CCNC2=NC(=C3C(=N2)SC(=N3)C4=CC=CO4)N,-2.3364597338485296,Nc1nc(NCCc2ccccc2)nc2sc(-c3ccco3)nc12
C1=CC=C(C=C1)C2=C3C(=NC(=N2)C4=CC=CC=C4)N=CN3,-1.57978359661681,c1ccc(-c2nc(-c3ccccc3)c3[nH]cnc3n2)cc1
C1CC1NC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)N5CCOCC5,-3.2718416065364986,c1nc2nc(Nc3ccc(N4CCOCC4)cc3)nc(NC3CC3)c2[nH]1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)NC5=CN=CC=C5,0.3565473235138126,Cn1cc2c(nc(NC(=O)Nc3cccnc3)n3nc(-c4ccco4)nc23)n1
CNC(=O)C12CC1C(C(C2O)O)N3C=NC4=C3N=C(N=C4NCC5=C(C=CC(=C5)Cl)OCC6=CC=CC=C6)Cl,-0.7160033436347992,CNC(=O)C12CC1C(n1cnc3c(NCc4cc(Cl)ccc4OCc4ccccc4)nc(Cl)nc31)C(O)C2O
C1=CC(=CC(=C1)I)CNC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)NC(=O)N)O,-2.537819095073274,NC(=O)NC1C(CO)OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)C1O
C1CC(OC1)NC2=NC(=NC3=C2N=CN3C4C(C(C(O4)CO)O)O)N5C=C(C=N5)C(=O)NCC6=CC=C(C=C6)F,-1.1760912590556811,O=C(NCc1ccc(F)cc1)c1cnn(-c2nc(NC3CCCO3)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1
CCOC(=O)C1C(C(=C(N=C1C)C2=COC=C2)C(=O)OCC)C=CC3=CC=CC=C3,-2.957607287060095,CCOC(=O)C1=C(c2ccoc2)N=C(C)C(C(=O)OCC)C1C=Cc1ccccc1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)NC5CCN(CC5)CC6CCCCC6,-0.9867717342662448,Cn1cc2c(nc(NC(=O)NC3CCN(CC4CCCCC4)CC3)n3nc(-c4ccco4)nc23)n1
CCCCC#CC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O,-1.0334237554869496,CCCCC#Cc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1
CNC1=NC(=NC2=C1N=CN2C3C4CC4(C(C3O)O)C(=O)NC)N5C=C(N=N5)C6=CC=C(S6)Cl,0.1366771398795441,CNC(=O)C12CC1C(n1cnc3c(NC)nc(-n4cc(-c5ccc(Cl)s5)nn4)nc31)C(O)C2O
CC(=O)NC1=NC(=NC(=C1)C=CC2=CC=C(C=C2)OC)C=CC3=CC=C(C=C3)OC,-2.710117365111816,COc1ccc(C=Cc2cc(NC(C)=O)nc(C=Cc3ccc(OC)cc3)n2)cc1
COC1=CC=C(C=C1)CC(=O)NC2=NC3=NN(C=C3C4=NC(=NN42)C5=CC=CO5)CCCC6=CC=CC=C6,-2.0791812460476247,COc1ccc(CC(=O)Nc2nc3nn(CCCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)NCCC2=CC=C(C=C2)NC3=NC=NC4=C3N=CN4C5C(C(C(O5)C(=O)NC)O)O,-1.6532125137753435,CNC(=O)C1OC(n2cnc3c(Nc4ccc(CCNC(=O)c5cc(C(C)(C)C)c(O)c(C(C)(C)C)c5)cc4)ncnc32)C(O)C1O
CCCSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3NCC4=CC(=CC=C4)I)O)O,-1.6464037262230695,CCCSCC1OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)C(O)C1O
C1=CC=C(C=C1)C2=NC(=NN2)NC(=O)C3=CC=CC=C3,-2.4771212547196626,O=C(Nc1n[nH]c(-c2ccccc2)n1)c1ccccc1
CCCCC1=NC2=C(C3=NC(=NN13)C4=CC=C(C=C4)OCCC)NC=N2,0.2924298239020636,CCCCc1nc2nc[nH]c2c2nc(-c3ccc(OCCC)cc3)nn12
C1=CC(=CC(=C1)F)CNC2=NC(=C3C(=N2)SC(=N3)C4=CC=CO4)N,-1.5440680443502757,Nc1nc(NCc2cccc(F)c2)nc2sc(-c3ccco3)nc12
C1=CC(=CC(=C1)F)CNC(=O)C2=NC(=NC(=C2)C3=CC=CO3)N,-3.0265332645232967,Nc1nc(C(=O)NCc2cccc(F)c2)cc(-c2ccco2)n1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)N=C(NC5=CC=C(C=C5)F)NC6=CC=C(C=C6)F,-2.0863598306747484,Cn1cc2c(nc(N=C(Nc3ccc(F)cc3)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1
CNC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N4C=C(C=N4)C5=CC=CC=N5,-0.3010299956639812,CNc1nc(-n2cc(-c3ccccn3)cn2)nc2c1ncn2C1OC(CO)C(O)C1O
CCOC(=O)C1C(C(=C(N=C1C)C2=CC=CC=C2)C(=O)OCC)C#CC3=CC=CC=C3,-1.8864907251724816,CCOC(=O)C1=C(c2ccccc2)N=C(C)C(C(=O)OCC)C1C#Cc1ccccc1
CC(C)(C)CN1C=C2C(=N1)N=C(N=C2Cl)NC(=O)C3=CC=C(C=C3)F,-3.770852011642144,CC(C)(C)Cn1cc2c(Cl)nc(NC(=O)c3ccc(F)cc3)nc2n1
C#CCN1C(=O)C2=C(NC1=O)N=CN2,-3.4885507165004443,C#CCn1c(=O)[nH]c2nc[nH]c2c1=O
C1CC1C(=O)NC2=NC(=NC(=C2)C3=CC=CC=C3)C4=CC=CC=C4,-1.3979400086720375,O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CC1
CC(C)(C)OC(=O)CCCCOOCCNC(=O)CC1=CC=C(C=C1)NC(=O)NC2=NC3=NN(C=C3C4=NC(=NN42)C5=CC=CO5)C,-1.8739015978644613,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCOOCCCCC(=O)OC(C)(C)C)cc3)n3nc(-c4ccco4)nc23)n1
CC1=CC=C(C=C1)CNC(=O)N2CCC(CC2)NC(=O)NC3=NC4=NN(C=C4C5=NC(=NN53)C6=CC=CO6)C,-0.5910646070264992,Cc1ccc(CNC(=O)N2CCC(NC(=O)Nc3nc4nn(C)cc4c4nc(-c5ccco5)nn34)CC2)cc1
C1CCC(C1)NC2=NC(=NC3=C2N=CN3C4C(C(C(O4)O)O)O)Cl,-1.6232492903979006,OC1OC(n2cnc3c(NC4CCCC4)nc(Cl)nc32)C(O)C1O
CN1C2=C(C=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC5CCCCC5,-2.7050079593333356,Cn1ncc2nc(NC3CCCCC3)n3nc(-c4ccco4)nc3c21
CC(C1CC1)NC2=NC(=NC3=C2N=CN3C45CC4C(C(C5)O)O)Cl,-2.041392685158225,CC(Nc1nc(Cl)nc2c1ncn2C12CC(O)C(O)C1C2)C1CC1
CCCN1C(=O)C2=C(NC1=O)N=C(N2)C3=CC=C(C=C3)S(=O)(=O)N4CCN(CC4)CC5=CC=C(C=C5)Cl,-3.0,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(Cl)cc5)CC4)cc3)[nH]c2c1=O
C1=CC(=CC=C1NC2=NC3=C(S2)N=CN=C3Cl)[N+](=O)[O-],-3.90036712865647,O=[N+]([O-])c1ccc(Nc2nc3c(Cl)ncnc3s2)cc1
CC1=NOC(=C1)OCC2=C(C=C(C=C2)Cl)CNC3=NC=NC4=C3N=CN4C5C(C(C(O5)C(=O)NC)N)O,-0.7634279935629373,CNC(=O)C1OC(n2cnc3c(NCc4cc(Cl)ccc4COc4cc(C)no4)ncnc32)C(O)C1N
C1C(C(C(O1)N2C=NC3=C2N=CN=C3NCC4=CC(=CC=C4)Cl)O)O,-1.8813846567705728,OC1COC(n2cnc3c(NCc4cccc(Cl)c4)ncnc32)C1O
CC1=CC(=C(C=C1NC(=O)C2=CC(=CC(=C2O)I)I)Cl)C(C#N)C3=CC=C(C=C3)Cl,-1.7323937598229686,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O
C1=CC=C(C(=C1)CN2C3=NC(=NC(=C3N=N2)C4=CN=CS4)N)F,-3.2501759480839247,Nc1nc(-c2cncs2)c2nnn(Cc3ccccc3F)c2n1
CCNC(=O)C1=CN(N=C1)C2=NC3=C(C(=N2)NC4=CC=C(C=C4)C)N=CN3C5C(C(C(O5)CO)O)O,0.1549019599857432,CCNC(=O)c1cnn(-c2nc(Nc3ccc(C)cc3)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1
CCSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3NCC4=CC(=CC=C4)I)O)O,-1.2430380486862944,CCSCC1OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)C(O)C1O
COC1=CC=CC=C1CNC2=NC(=NC3=C2N=CN3C4C(C(CS4)O)O)Cl,-1.2988530764097066,COc1ccccc1CNc1nc(Cl)nc2c1ncn2C1SCC(O)C1O
CCCN1C(=O)C2=C(N=C(N2C)C3=CC=CC=C3)N(C1=O)CC4CCCO4,-2.8000018278179692,CCCn1c(=O)c2c(nc(-c3ccccc3)n2C)n(CC2CCCO2)c1=O
COCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,-1.6053050461411094,COCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
CCCCCCCCCC1=CC=C(C=C1)O,-3.0342272607705505,CCCCCCCCCc1ccc(O)cc1
CCOC(=O)C1=C(N=C(C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,-3.9190780923760737,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)NC5CCNCC5,-1.8129133566428557,Cn1cc2c(nc(NC(=O)NC3CCNCC3)n3nc(-c4ccco4)nc23)n1
CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3NCC4=CC(=CC=C4)I)Cl)O)O,0.04997609347667352,CCNC(=O)C1OC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)C(O)C1O
CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3=CC=C(C=C3)S(=O)(=O)NCCO,-4.0,Cn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)NCCO)cc3)nc2n(C)c1=O
CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=CN=C3NC(=O)NC4=CC=C(C=C4)S(=O)(=O)NC56CC7CC(C5)CC(C7)C6)O)O,-1.5440680443502757,CCNC(=O)C1OC(n2cnc3c(NC(=O)Nc4ccc(S(=O)(=O)NC56CC7CC(CC(C7)C5)C6)cc4)ncnc32)C(O)C1O
C1=CC=C(C=C1)CNC2=NC3=NC(=NN3C(=N2)NCC4=CC=CC=C4)C5=CC=CO5,-1.568201724066995,c1ccc(CNc2nc(NCc3ccccc3)n3nc(-c4ccco4)nc3n2)cc1
CC(C)(C)C(C)(C)NC1=NC2=NN(C=C2C3=NC(=NN31)C4=CC=CO4)C,-2.113943352306837,Cn1cc2c(nc(NC(C)(C)C(C)(C)C)n3nc(-c4ccco4)nc23)n1
C1CN(CCC1CC2=CC=CC=C2)C(=O)C3C(C(C(S3)N4C=NC5=C4N=C(N=C5NCC6=CC(=CC=C6)I)Cl)O)O,-2.9434945159061026,O=C(C1SC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)C(O)C1O)N1CCC(Cc2ccccc2)CC1
CCCCC1=CN(N=N1)C2=NC3=C(C(=N2)NC)N=CN3C4C(C(C(O4)C(=O)NCC)O)O,-0.7481880270062005,CCCCc1cn(-c2nc(NC)c3ncn(C4OC(C(=O)NCC)C(O)C4O)c3n2)nn1
C1C(C1NC2=NC(=NC3=C2N=CN3C4C(C(C(O4)CO)O)O)C#CC5=CC=CC=C5)C6=CC=CC=C6,0.06550154875643227,OCC1OC(n2cnc3c(NC4CC4c4ccccc4)nc(C#Cc4ccccc4)nc32)C(O)C1O
CNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3N)Cl)O)O,0.40011692792631215,CNC(=O)C1OC(n2cnc3c(N)nc(Cl)nc32)C(O)C1O
